settlement_id	languages	names_ara_common	names_ara_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	top_size	coordinates	lon	lat
TAQ_621E306N_S	['ara', 'eng']	الطاق	الطاق	al-Taq	al-Ṭāq	al-Ṭāq	Sijistan_RE	cornuData	towns	6	[62.12651, 30.68777]	62.12651	30.68777
QARNIN_622E315N_S	['ara', 'eng']	قرنين	قرنين	Qarnin	Qarnīn	Qarnīn	Sijistan_RE	cornuData	towns	6	[62.23227, 31.51377]	62.23227	31.51377
KISHSH_623E301N_S	['ara', 'eng']	كش	كش، كس	Kishsh, Kiss	Kišš	Kišš, Kiss	Sijistan_RE	cornuData	towns	6	[62.37889, 30.15265]	62.37889	30.15265
JIZAH_623E319N_S	['ara', 'eng']	جزه	جزه، كزه	Jizah, Kizah	Ǧizah	Ǧizah, Kizah	Sijistan_RE	cornuData	towns	6	[62.3861, 31.9686]	62.3861	31.9686
KHAWASH_627E314N_S	['ara', 'eng']	خواش	خواش، خواش، أخواش	Khawash, Khuwash, Akhwash	Ḫawāš	Ḫawāš, Ḫuwāš, Aḫwāš	Sijistan_RE	cornuData	towns	6	[62.76028, 31.49499]	62.76028	31.49499
BISHLANK_648E326N_S	['ara', 'eng']	بشلنك	بشلنك	Bishlank	Bišlank	Bišlank	Sijistan_RE	cornuData	towns	6	[64.81783, 32.6817]	64.81783	32.6817
SARWAN_648E319N_S	['ara', 'eng']	سروان	سروان، شروان	Sarwan, Sharwan	Sarwān	Sarwān, Šarwān	Sijistan_RE	cornuData	towns	6	[64.84747, 31.97709]	64.84747	31.97709
BAGHNIN_650E327N_S	['ara', 'eng']	بغنين	بغنين	Baghnin	Baġnīn	Baġnīn	Sijistan_RE	cornuData	towns	6	[65.00452, 32.71541]	65.00452	32.71541
DARGHASH_653E326N_S	['ara', 'eng']	درغش	درغش	Darghash	Darġaš	Darġaš	Sijistan_RE	cornuData	towns	6	[65.3875, 32.61829]	65.3875	32.61829
BANJAWAY_654E315N_S	['ara', 'eng']	بنجواي	بنجواي	Banjaway	Banǧawāy	Banǧawāy	Sijistan_RE	cornuData	towns	6	[65.43237, 31.51036]	65.43237	31.51036
QANDAHAR_656E316N_S	['ara', 'eng']	قندهار	قندهار	Qandahar	Qandahār	Qandahār	Sijistan_RE	cornuData	towns	6	[65.69197, 31.64414]	65.69197	31.64414
BAKRABADH_658E315N_S	['ara', 'eng']	بكراباذ	بكراباذ، بكراواذ	Bakrabadh, Bakrawadh	Bakrābāḏ	Bakrābāḏ, Bakrāwāḏ	Sijistan_RE	cornuData	towns	6	[65.86183, 31.59434]	65.86183	31.59434
MASTANJ_668E297N_S	['ara', 'eng']	مستنج	مستنج، مستنك	Mastanj, Mastank	Mastanǧ	Mastanǧ, Mastank	Sijistan_RE	cornuData	towns	6	[66.84894, 29.79695]	66.84894	29.79695
ASFABJAY_670E305N_S	['ara', 'eng']	أسفبجاي	أسفبجاي، سفنجاوي	Asfabjay, Safanjawi	Asfabǧāy	Asfabǧāy, Safanǧāwī	Sijistan_RE	cornuData	towns	6	[67.02922, 30.58971]	67.02922	30.58971
SARAYSHAHR_597E281N_S	['ara', 'eng']	سراي شهر	سراي شهر	Saray Shahr	Sarāy Šahr	Sarāy Šahr	Sind_RE	cornuData	towns	6	[59.73164, 28.17735]	59.73164	28.17735
BARBUR_604E272N_S	['ara', 'eng']	بربور	بربور	Barbur	Barbūr	Barbūr	Sind_RE	cornuData	towns	6	[60.41989, 27.25778]	60.41989	27.25778
TIZ_606E253N_S	['ara', 'eng']	التيز	التيز	al-Tiz	al-Tīz	al-Tīz	Sind_RE	cornuData	towns	6	[60.63196, 25.38207]	60.63196	25.38207
BAHRAJ_606E272N_S	['ara', 'eng']	البهرج	البهرج، الفهرج، فهلفهرج	al-Bahraj, al-Fahraj, Fahlfahraj	al-Bahraǧ	al-Bahraǧ, al-Fahraǧ, Fahlfahraǧ	Sind_RE	cornuData	towns	6	[60.66186, 27.28057]	60.66186	27.28057
QASRQAND_607E262N_S	['ara', 'eng']	قصرقند	قصرقند	Qasrqand	Qaṣrqand	Qaṣrqand	Sind_RE	cornuData	towns	6	[60.71473, 26.29231]	60.71473	26.29231
DASHTALI_611E255N_S	['ara', 'eng']	دشت علي	دشت علي	Dasht Ali	Dašt ʿAlī	Dašt ʿAlī	Sind_RE	cornuData	towns	6	[61.15124, 25.58676]	61.15124	25.58676
RASK_612E267N_S	['ara', 'eng']	راسك	راسك	Rask	Rāsk	Rāsk	Sind_RE	cornuData	towns	6	[61.22272, 26.70943]	61.22272	26.70943
BIH_613E262N_S	['ara', 'eng']	به	به	Bih	Bih	Bih	Sind_RE	cornuData	towns	6	[61.33378, 26.22927]	61.33378	26.22927
KHAWASH_618E277N_S	['ara', 'eng']	خواش	خواش، خواص	Khawash, Khawas	Ḫawāš	Ḫawāš, Ḫawāṣ	Sind_RE	cornuData	towns	6	[61.88374, 27.79777]	61.88374	27.79777
BAND_620E260N_S	['ara', 'eng']	بند	بند، بيذ	Band, Bidh	Band	Band, Bīḏ	Sind_RE	cornuData	towns	6	[62.05375, 26.0929]	62.05375	26.0929
ASFAQA_622E262N_S	['ara', 'eng']	أصفقة	أصفقة	Asfaqa	Aṣfaqaŧ	Aṣfaqaŧ	Sind_RE	cornuData	towns	6	[62.20454, 26.24757]	62.20454	26.24757
DIZAK_622E273N_S	['ara', 'eng']	دزك	دزك	Dizak	Dizak	Dizak	Sind_RE	cornuData	towns	6	[62.26752, 27.36457]	62.26752	27.36457
JALQ_626E276N_S	['ara', 'eng']	جالق	جالق، جالك	Jalq, Jalk	Ǧālq	Ǧālq, Ǧālk	Sind_RE	cornuData	towns	6	[62.64811, 27.64173]	62.64811	27.64173
KIJ_630E260N_S	['ara', 'eng']	كيج	كيج، كيز	Kij, Kiz	Kīǧ	Kīǧ, Kīz	Sind_RE	cornuData	towns	6	[63.09359, 26.02584]	63.09359	26.02584
MASHKA_639E274N_S	['ara', 'eng']	مشكى	مشكى، مشكي	Mashka, Mashki	Mašká	Mašká, Maškī	Sind_RE	cornuData	towns	6	[63.94609, 27.46467]	63.94609	27.46467
SURA_662E284N_S	['ara', 'eng']	سورة	سورة	Sura	Sūraŧ	Sūraŧ	Sind_RE	cornuData	towns	6	[66.29529, 28.4859]	66.29529	28.4859
RUSTAKUHAN_664E265N_S	['ara', 'eng']	رستاكهن	رستاكهن	Rustakuhan	Rustākuhan	Rustākuhan	Sind_RE	cornuData	towns	6	[66.40105, 26.57497]	66.40105	26.57497
KIZKANAN_665E290N_S	['ara', 'eng']	كيزكانان	كيزكانان	Kizkanan	Kīzkānān	Kīzkānān	Sind_RE	cornuData	towns	6	[66.57332, 29.0222]	66.57332	29.0222
QANBALI_665E254N_S	['ara', 'eng']	قنبلي	قنبلي، قنبلى	Qanbali, Qanbala	Qanbalī	Qanbalī, Qanbalá	Sind_RE	cornuData	towns	6	[66.57989, 25.49111]	66.57989	25.49111
QUSDAR_665E277N_S	['ara', 'eng']	قصدار	قصدار	Qusdar	Quṣdār	Quṣdār	Sind_RE	cornuData	towns	6	[66.59495, 27.7765]	66.59495	27.7765
MAJAK_673E298N_S	['ara', 'eng']	المجاك	المجاك، المجالي	al-Majak, al-Majali	al-Maǧāk	al-Maǧāk, al-Maǧālī	Sind_RE	cornuData	towns	6	[67.33448, 29.88035]	67.33448	29.88035
QANDABIL_674E286N_S	['ara', 'eng']	قندابيل	قندابيل	Qandabil	Qandābīl	Qandābīl	Sind_RE	cornuData	towns	6	[67.48191, 28.62665]	67.48191	28.62665
DAYBUL_676E244N_S	['ara', 'eng']	الديبل	الديبل	al-Daybul	al-Daybul	al-Daybul	Sind_RE	cornuData	towns	6	[67.69101, 24.43756]	67.69101	24.43756
SADUSAN_678E264N_S	['ara', 'eng']	سدوسان	سدوسان، سدوستان	Sadusan, Sadustan	Sadūsān	Sadūsān, Sadūstān	Sind_RE	cornuData	towns	6	[67.85929, 26.41721]	67.85929	26.41721
MANJABARA_682E258N_S	['ara', 'eng']	منجابارى	منجابارى	Manjabara	Manǧābārá	Manǧābārá	Sind_RE	cornuData	towns	6	[68.25338, 25.84265]	68.25338	25.84265
NIRUN_683E254N_S	['ara', 'eng']	النيرون	النيرون، البيرون	al-Nirun, al-Birun	al-Nīrūn	al-Nīrūn, al-Bīrūn	Sind_RE	cornuData	towns	6	[68.34181, 25.42764]	68.34181	25.42764
QALLARI_688E264N_S	['ara', 'eng']	قالري	قالري	Qallari	Qāllarī	Qāllarī	Sind_RE	cornuData	towns	6	[68.85922, 26.44591]	68.85922	26.44591
RUR_689E276N_S	['ara', 'eng']	الرور	الرور	al-Rur	al-Rūr	al-Rūr	Sind_RE	cornuData	towns	6	[68.90569, 27.65788]	68.90569	27.65788
BANYA_696E253N_S	['ara', 'eng']	بانية	بانية	Banya	Bānyaŧ	Bānyaŧ	Sind_RE	cornuData	towns	6	[69.67968, 25.32721]	69.67968	25.32721
BASMAD_708E291N_S	['ara', 'eng']	بسمد	بسمد	Basmad	Basmad	Basmad	Sind_RE	cornuData	towns	6	[70.8735, 29.12094]	70.8735	29.12094
MULTAN_714E301N_S	['ara', 'eng']	المولتان	المولتان	al-Multan	al-Mūltān	al-Mūltān	Sind_RE	cornuData	towns	6	[71.40071, 30.17568]	71.40071	30.17568
QAMUHUL_717E236N_S	['ara', 'eng']	قامهل	قامهل	Qamuhul	Qāmuhul	Qāmuhul	Sind_RE	cornuData	towns	6	[71.72209, 23.61826]	71.72209	23.61826
KANBAYA_725E223N_S	['ara', 'eng']	كنباية	كنباية	Kanbaya	Kanbāyaŧ	Kanbāyaŧ	Sind_RE	cornuData	towns	6	[72.56065, 22.35228]	72.56065	22.35228
SUBARA_729E195N_S	['ara', 'eng']	سوبارة	سوبارة	Subara	Sūbāraŧ	Sūbāraŧ	Sind_RE	cornuData	towns	6	[72.95093, 19.52404]	72.95093	19.52404
SANDAN_730E199N_S	['ara', 'eng']	سندان	سندان	Sandan	Sandān	Sandān	Sind_RE	cornuData	towns	6	[73.01422, 19.90633]	73.01422	19.90633
SAYMUR_730E185N_S	['ara', 'eng']	صيمور	صيمور	Saymur	Ṣaymūr	Ṣaymūr	Sind_RE	cornuData	towns	6	[73.04586, 18.58187]	73.04586	18.58187
WUJAYN_757E232N_S	['ara', 'eng']	وجين	وجين	Wujayn	Wuǧayn	Wuǧayn	Sind_RE	cornuData	towns	6	[75.78308, 23.20809]	75.78308	23.20809
ABAR_782E284N_S	['ara', 'eng']	أبار	أبار	Abar	Abār	Abār	Sind_RE	cornuData	towns	6	[78.2144, 28.46951]	78.2144	28.46951
AWRAHA_795E264N_S	['ara', 'eng']	أورهة	أورهة	Awraha	Awrahaŧ	Awrahaŧ	Sind_RE	cornuData	towns	6	[79.59619, 26.46686]	79.59619	26.46686
KIT_590E420N_S	['ara', 'eng']	كيت	كيت، جيت	Kit, Jit	Kīt	Kīt, Ǧīt	Mawarannahr_RE	cornuData	towns	6	[59.02814, 42.09511]	59.02814	42.09511
MADHMINIYYA_593E426N_S	['ara', 'eng']	مذمينية	مذمينية، مدكمينية !	Madhminiyya, Madkaminiyya !	Maḏmīniyyaŧ	Maḏmīniyyaŧ, Madkamīniyyaŧ !	Mawarannahr_RE	cornuData	towns	6	[59.30953, 42.67871]	59.30953	42.67871
JURJANIYYASUGHRA_593E422N_S	['ara', 'eng']	جرجانية الصغرى	جرجانية الصغرى	Jurjaniyya al-Sughra	Ǧurǧāniyyaŧ al-Ṣuġrá	Ǧurǧāniyyaŧ al-Ṣuġrá	Mawarannahr_RE	cornuData	towns	6	[59.31292, 42.28887]	59.31292	42.28887
NUZWAR_593E420N_S	['ara', 'eng']	نوزوار	نوزوار	Nuzwar	Nūzwār	Nūzwār	Mawarannahr_RE	cornuData	towns	6	[59.39815, 42.00196]	59.39815	42.00196
MADHMINIYYA_594E427N_S	['ara', 'eng']	مذمينية	مذمينية، مدكمينية !	Madhminiyya, Madkaminiyya !	Maḏmīniyyaŧ	Maḏmīniyyaŧ, Madkamīniyyaŧ !	Mawarannahr_RE	cornuData	towns	6	[59.43545, 42.74561]	59.43545	42.74561
MAZDAKHKAN_595E423N_S	['ara', 'eng']	مزداخكان	مزداخكان، مزداخقان	Mazdakhkan, Mazdakhqan	Mazdāḫkān	Mazdāḫkān, Mazdāḫqān	Mawarannahr_RE	cornuData	towns	6	[59.5047, 42.39769]	59.5047	42.39769
ZAMAKHSHAR_597E422N_S	['ara', 'eng']	زمخشر	زمخشر	Zamakhshar	Zamaḫšar	Zamaḫšar	Mawarannahr_RE	cornuData	towns	6	[59.71005, 42.21861]	59.71005	42.21861
WAZARMAND_597E418N_S	['ara', 'eng']	وزارمند	وزارمند، أوزارمند	Wazarmand, Uzarmand	Wazārmand	Wazārmand, Ūzārmand	Mawarannahr_RE	cornuData	towns	6	[59.74298, 41.86361]	59.74298	41.86361
KARDAR_597E428N_S	['ara', 'eng']	كردر	كردر، كردر، كردر	Kardar, Kurdar, Kurdur	Kardar	Kardar, Kurdar, Kurdur	Mawarannahr_RE	cornuData	towns	6	[59.79383, 42.80533]	59.79383	42.80533
QARYABARATIKIN_599E431N_S	['ara', 'eng']	قرية براتكين	قرية براتكين، قرية فراتكين، قرية قراتجين	Qarya Baratikin, Qarya Faratikin, Qarya Qaratijin	Qaryaŧ Barātikīn	Qaryaŧ Barātikīn, Qaryaŧ Farātikīn, Qaryaŧ Qarātiǧīn	Mawarannahr_RE	cornuData	towns	6	[59.95269, 43.19354]	59.95269	43.19354
WAYKHAN_601E420N_S	['ara', 'eng']	وايخان	وايخان	Waykhan	Wāyḫān	Wāyḫān	Mawarannahr_RE	cornuData	towns	6	[60.19436, 42.0552]	60.19436	42.0552
ARDHAKHUSHMITHAN_602E416N_S	['ara', 'eng']	أرذخشميثن	أرذخشميثن، رخشميثن	Ardhakhushmithan, Rakhushmithan	Arḏaḫušmīṯan	Arḏaḫušmīṯan, Raḫušmīṯan	Mawarannahr_RE	cornuData	towns	6	[60.2021, 41.64105]	60.2021	41.64105
ARDAKHIWAH_602E421N_S	['ara', 'eng']	أردخيوه	أردخيوه	Ardakhiwah	Ardaḫīwah	Ardaḫīwah	Mawarannahr_RE	cornuData	towns	6	[60.25053, 42.19314]	60.25053	42.19314
KHIWAH_603E413N_S	['ara', 'eng']	خيوه	خيوه	Khiwah	Ḫīwah	Ḫīwah	Mawarannahr_RE	cornuData	towns	6	[60.33577, 41.38465]	60.33577	41.38465
GHARDAMAN_603E418N_S	['ara', 'eng']	غردمان	غردمان	Ghardaman	Ġardamān	Ġardamān	Mawarannahr_RE	cornuData	towns	6	[60.37258, 41.88381]	60.37258	41.88381
KARDARANKHAS_606E413N_S	['ara', 'eng']	كردرانخاس	كردرانخاس، كردرانخواش	Kardarankhas, Kardarankhuwash	Kardarānḫās	Kardarānḫās, Kardarānḫuwāš	Mawarannahr_RE	cornuData	towns	6	[60.68254, 41.38937]	60.68254	41.38937
HAZARASB_610E412N_S	['ara', 'eng']	هزاراسب	هزاراسب	Hazarasb	Hazārāsb	Hazārāsb	Mawarannahr_RE	cornuData	towns	6	[61.09517, 41.2861]	61.09517	41.2861
DARGHAN_621E404N_S	['ara', 'eng']	درغان	درغان	Darghan	Darġān	Darġān	Mawarannahr_RE	cornuData	towns	6	[62.17614, 40.44741]	62.17614	40.44741
JIKARBAND_623E402N_S	['ara', 'eng']	جكربند	جكربند	Jikarband	Ǧikarband	Ǧikarband	Mawarannahr_RE	cornuData	towns	6	[62.36792, 40.23331]	62.36792	40.23331
FIRABR_636E391N_S	['ara', 'eng']	فربر	فربر	Firabr	Firabr	Firabr	Mawarannahr_RE	cornuData	towns	6	[63.61874, 39.17015]	63.61874	39.17015
BAYKAND_640E395N_S	['ara', 'eng']	بيكند	بيكند	Baykand	Baykand	Baykand	Mawarannahr_RE	cornuData	towns	6	[64.07172, 39.55752]	64.07172	39.55752
MAGHKAN_641E398N_S	['ara', 'eng']	مغكان	مغكان، مغكان	Maghkan, Mughkan	Maġkān	Maġkān, Muġkān	Mawarannahr_RE	cornuData	towns	6	[64.10801, 39.89235]	64.10801	39.89235
KHUJADAH_642E398N_S	['ara', 'eng']	خجاده	خجاده	Khujadah	Ḫuǧādah	Ḫuǧādah	Mawarannahr_RE	cornuData	towns	6	[64.20076, 39.81909]	64.20076	39.81909
WARDHANA_643E401N_S	['ara', 'eng']	ورذانة	ورذانة، أورذانة	Wardhana, Awradhana	Warḏānaŧ	Warḏānaŧ, Awraḏānaŧ	Mawarannahr_RE	cornuData	towns	6	[64.30515, 40.15432]	64.30515	40.15432
ZANDANA_643E399N_S	['ara', 'eng']	زندنة	زندنة	Zandana	Zandanaŧ	Zandanaŧ	Mawarannahr_RE	cornuData	towns	6	[64.3876, 39.98407]	64.3876	39.98407
TAWAWIS_647E400N_S	['ara', 'eng']	الطواويس	الطواويس	al-Tawawis	al-Ṭawāwīs	al-Ṭawāwīs	Mawarannahr_RE	cornuData	towns	6	[64.78279, 40.01136]	64.78279	40.01136
KARMIINIYYA_654E401N_S	['ara', 'eng']	كرمينية	كرمينية	Karmiiniyya	Karmiīniyyaŧ	Karmiīniyyaŧ	Mawarannahr_RE	cornuData	towns	6	[65.40937, 40.14581]	65.40937	40.14581
MADIYAMJAKATH_654E402N_S	['ara', 'eng']	مديمجكث	مديمجكث	Madiyamjakath	Madiyamǧakaṯ	Madiyamǧakaṯ	Mawarannahr_RE	cornuData	towns	6	[65.43455, 40.24274]	65.43455	40.24274
BAZDA_654E390N_S	['ara', 'eng']	بزدة	بزدة	Bazda	Bazdaŧ	Bazdaŧ	Mawarannahr_RE	cornuData	towns	6	[65.44949, 39.03468]	65.44949	39.03468
KASBA_655E389N_S	['ara', 'eng']	كسبة	كسبة	Kasba	Kasbaŧ	Kasbaŧ	Mawarannahr_RE	cornuData	towns	6	[65.5409, 38.9315]	65.5409	38.9315
KHUDIMANKAN_655E401N_S	['ara', 'eng']	خديمنكان	خديمنكان	Khudimankan	Ḫudīmankān	Ḫudīmankān	Mawarannahr_RE	cornuData	towns	6	[65.58856, 40.12063]	65.58856	40.12063
KHARGHANKATH_656E401N_S	['ara', 'eng']	خرغانكث	خرغانكث	Kharghankath	Ḫarġānkaṯ	Ḫarġānkaṯ	Mawarannahr_RE	cornuData	towns	6	[65.61472, 40.1917]	65.61472	40.1917
DABUSIYA_660E399N_S	['ara', 'eng']	دبوسية	دبوسية	Dabusiya	Dabūsiyaŧ	Dabūsiyaŧ	Mawarannahr_RE	cornuData	towns	6	[66.0174, 39.93282]	66.0174	39.93282
SUNAJ_662E385N_S	['ara', 'eng']	سونج	سونج	Sunaj	Sūnaǧ	Sūnaǧ	Mawarannahr_RE	cornuData	towns	6	[66.2654, 38.58192]	66.2654	38.58192
NAWKAD_662E388N_S	['ara', 'eng']	نوكاد	نوكاد، نوقاد قريش	Nawkad, Nuqad Quraysh	Nawkād	Nawkād, Nūqād Qurayš	Mawarannahr_RE	cornuData	towns	6	[66.29094, 38.84309]	66.29094	38.84309
ISKIFAGHAN_663E385N_S	['ara', 'eng']	إسكيفغن	إسكيفغن	Iskifaghan	Iskīfaġan	Iskīfaġan	Mawarannahr_RE	cornuData	towns	6	[66.30707, 38.53462]	66.30707	38.53462
KALIF_663E373N_S	['ara', 'eng']	كالف	كالف	Kalif	Kālif	Kālif	Mawarannahr_RE	cornuData	towns	6	[66.31581, 37.37958]	66.31581	37.37958
RABINJAN_663E398N_S	['ara', 'eng']	ربنجن	ربنجن، أربنجن	Rabinjan, Arbinjan	Rabinǧan	Rabinǧan, Arbinǧan	Mawarannahr_RE	cornuData	towns	6	[66.37226, 39.86785]	66.37226	39.86785
KUSHANI_664E400N_S	['ara', 'eng']	كشاني	كشاني، كشانيي	Kushani, Kushaniya	Kušānī	Kušānī, Kušānīya	Mawarannahr_RE	cornuData	towns	6	[66.49906, 40.00888]	66.49906	40.00888
ISHTIKHAN_668E399N_S	['ara', 'eng']	إشتيخان	إشتيخان	Ishtikhan	Ištīḫān	Ištīḫān	Mawarannahr_RE	cornuData	towns	6	[66.87902, 39.94544]	66.87902	39.94544
HASHIMJIRD_670E376N_S	['ara', 'eng']	هاشمجرد	هاشمجرد	Hashimjird	Hāšimǧird	Hāšimǧird	Mawarannahr_RE	cornuData	towns	6	[67.07594, 37.69255]	67.07594	37.69255
KABUZANJAKATH_671E397N_S	['ara', 'eng']	كبوزنجكث	كبوزنجكث، كبوذنجكث	Kabuzanjakath, Kabudhanjakath	Kabūzanǧakaṯ	Kabūzanǧakaṯ, Kabūḏanǧakaṯ	Mawarannahr_RE	cornuData	towns	6	[67.1707, 39.70827]	67.1707	39.70827
BASAND_672E382N_S	['ara', 'eng']	باسند	باسند	Basand	Bāsand	Bāsand	Mawarannahr_RE	cornuData	towns	6	[67.24396, 38.21375]	67.24396	38.21375
SABRAN_672E438N_S	['ara', 'eng']	صبران	صبران، صوران	Sabran, Sawran	Ṣabrān	Ṣabrān, Ṣawrān	Mawarannahr_RE	cornuData	towns	6	[67.26184, 43.82577]	67.26184	43.82577
TIRMIDH_673E372N_S	['ara', 'eng']	الترميذ	الترميذ	al-Tirmidh	al-Tirmīḏ	al-Tirmīḏ	Mawarannahr_RE	cornuData	towns	6	[67.32394, 37.27697]	67.32394	37.27697
BUZMAJAN_673E397N_S	['ara', 'eng']	بوزماجن	بوزماجن	Buzmajan	Būzmāǧan	Būzmāǧan	Mawarannahr_RE	cornuData	towns	6	[67.32394, 39.74445]	67.32394	39.74445
WARAGHSHAR_674E395N_S	['ara', 'eng']	ورغشر	ورغشر	Waraghshar	Waraġšar	Waraġšar	Mawarannahr_RE	cornuData	towns	6	[67.41937, 39.52707]	67.41937	39.52707
SANKARDAH_675E385N_S	['ara', 'eng']	سنكرده	سنكرده	Sankardah	Sankardah	Sankardah	Mawarannahr_RE	cornuData	towns	6	[67.57933, 38.50044]	67.57933	38.50044
KHARAQANA_675E399N_S	['ara', 'eng']	خرقانة	خرقانة	Kharaqana	Ḫaraqānaŧ	Ḫaraqānaŧ	Mawarannahr_RE	cornuData	towns	6	[67.58739, 39.9712]	67.58739	39.9712
DARZANKA_676E378N_S	['ara', 'eng']	دارزنكا	دارزنكا، دارزنجي	Darzanka, Darzanji	Dārzankā	Dārzankā, Dārzanǧī	Mawarannahr_RE	cornuData	towns	6	[67.63175, 37.84131]	67.63175	37.84131
BUNJIKATH_676E394N_S	['ara', 'eng']	بونجكث	بونجكث	Bunjikath	Būnǧikaṯ	Būnǧikaṯ	Mawarannahr_RE	cornuData	towns	6	[67.65863, 39.46899]	67.65863	39.46899
NUJAKATH_677E399N_S	['ara', 'eng']	نوجكث	نوجكث	Nujakath	Nūǧakaṯ	Nūǧakaṯ	Mawarannahr_RE	cornuData	towns	6	[67.73525, 39.94338]	67.73525	39.94338
DIZAK_677E400N_S	['ara', 'eng']	ديزك	ديزك	Dizak	Dīzak	Dīzak	Mawarannahr_RE	cornuData	towns	6	[67.79942, 40.09748]	67.79942	40.09748
BURNAMADH_681E399N_S	['ara', 'eng']	بورنمذ	بورنمذ، فورنمذ	Burnamadh, Furnamadh	Būrnamaḏ	Būrnamaḏ, Fūrnamaḏ	Mawarannahr_RE	cornuData	towns	6	[68.12909, 39.95059]	68.12909	39.95059
WASIJ_681E426N_S	['ara', 'eng']	وسيج	وسيج	Wasij	Wasīǧ	Wasīǧ	Mawarannahr_RE	cornuData	towns	6	[68.12972, 42.63098]	68.12972	42.63098
SHAWAGHAR_683E432N_S	['ara', 'eng']	شاوغر	شاوغر	Shawaghar	Šāwaġar	Šāwaġar	Mawarannahr_RE	cornuData	towns	6	[68.3157, 43.25]	68.3157	43.25
KADAR_683E426N_S	['ara', 'eng']	كدر	كدر	Kadar	Kadar	Kadar	Mawarannahr_RE	cornuData	towns	6	[68.31763, 42.66945]	68.31763	42.66945
ZAMIN_684E399N_S	['ara', 'eng']	زامن	زامن	Zamin	Zāmin	Zāmin	Mawarannahr_RE	cornuData	towns	6	[68.43288, 39.95781]	68.43288	39.95781
BUTTAM_684E389N_S	['ara', 'eng']	البتم	البتم	al-Buttam	al-Buttam	al-Buttam	Mawarannahr_RE	cornuData	towns	6	[68.49336, 38.95345]	68.49336	38.95345
SABAT_687E399N_S	['ara', 'eng']	صاباط	صاباط	Sabat	Ṣābāṭ	Ṣābāṭ	Mawarannahr_RE	cornuData	towns	6	[68.7622, 39.99901]	68.7622	39.99901
HALAWARD_687E378N_S	['ara', 'eng']	هلاورد	هلاورد	Halaward	Halāward	Halāward	Mawarannahr_RE	cornuData	towns	6	[68.78102, 37.83441]	68.78102	37.83441
BANAKATH_688E407N_S	['ara', 'eng']	بناكث	بناكث	Banakath	Banākaṯ	Banākaṯ	Mawarannahr_RE	cornuData	towns	6	[68.80969, 40.71867]	68.80969	40.71867
SHUMAN_688E385N_S	['ara', 'eng']	شومان	شومان	Shuman	Šūmān	Šūmān	Mawarannahr_RE	cornuData	towns	6	[68.82268, 38.58166]	68.82268	38.58166
SUTURKATH_688E408N_S	['ara', 'eng']	ستوركث	ستوركث، أشتوركث	Suturkath, Ushturkath	Sutūrkaṯ	Sutūrkaṯ, Uštūrkaṯ	Mawarannahr_RE	cornuData	towns	6	[68.87652, 40.88768]	68.87652	40.88768
SUBANIKATH_688E423N_S	['ara', 'eng']	سبانيكث	سبانيكث	Subanikath	Subānīkaṯ	Subānīkaṯ	Mawarannahr_RE	cornuData	towns	6	[68.89105, 42.36818]	68.89105	42.36818
KHARASHKATH_689E408N_S	['ara', 'eng']	خرشكث	خرشكث	Kharashkath	Ḫaraškaṯ	Ḫaraškaṯ	Mawarannahr_RE	cornuData	towns	6	[68.90655, 40.80598]	68.90655	40.80598
KARBANK_689E373N_S	['ara', 'eng']	كاربنك	كاربنك	Karbank	Kārbank	Kārbank	Mawarannahr_RE	cornuData	towns	6	[68.92955, 37.32188]	68.92955	37.32188
FAGHKATH_690E398N_S	['ara', 'eng']	فغكث	فغكث، وغكث	Faghkath, Waghkath	Faġkaṯ	Faġkaṯ, Waġkaṯ	Mawarannahr_RE	cornuData	towns	6	[69.01759, 39.83509]	69.01759	39.83509
LAWAKAND_690E379N_S	['ara', 'eng']	لاوكند	لاوكند	Lawakand	Lāwakand	Lāwakand	Mawarannahr_RE	cornuData	towns	6	[69.04582, 37.95639]	69.04582	37.95639
JINANJAKATH_691E409N_S	['ara', 'eng']	جينانجكث	جينانجكث	Jinanjakath	Ǧīnānǧakaṯ	Ǧīnānǧakaṯ	Mawarannahr_RE	cornuData	towns	6	[69.11286, 40.9956]	69.11286	40.9956
ANDAJARAGH_691E372N_S	['ara', 'eng']	أنداجاراغ	أنداجاراغ	Andajaragh	Andāǧārāġ	Andāǧārāġ	Mawarannahr_RE	cornuData	towns	6	[69.17687, 37.26841]	69.17687	37.26841
KHATUNKATH_693E414N_S	['ara', 'eng']	خاتونكث	خاتونكث	Khatunkath	Ḫātūnkaṯ	Ḫātūnkaṯ	Mawarannahr_RE	cornuData	towns	6	[69.39376, 41.4306]	69.39376	41.4306
BISKATH_694E408N_S	['ara', 'eng']	بسكث	بسكث	Biskath	Biskaṯ	Biskaṯ	Mawarannahr_RE	cornuData	towns	6	[69.42766, 40.89646]	69.42766	40.89646
FARGHAR_694E374N_S	['ara', 'eng']	فارغر	فارغر، فرغر	Farghar, Farghar	Fārġar	Fārġar, Farġar	Mawarannahr_RE	cornuData	towns	6	[69.44705, 37.48738]	69.44705	37.48738
BALAYAN_694E411N_S	['ara', 'eng']	بالايان	بالايان	Balayan	Bālāyān	Bālāyān	Mawarannahr_RE	cornuData	towns	6	[69.45575, 41.11173]	69.45575	41.11173
