settlement_id	languages	names_ara_common	names_ara_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	top_size	coordinates	lon	lat
WASHQA_003W421N_R	['ara', 'eng']	وشقة	وشقة	Washqa	Wašqaŧ	Wašqaŧ	Andalus_RE	cornuData	regions	0	[-0.35371, 42.16109]	-0.35371	42.16109
BALANSIYYA_004W394N_R	['ara', 'eng']	بلنسية	بلنسية	Balansiyya	Balansiyyaŧ	Balansiyyaŧ	Andalus_RE	cornuData	regions	0	[-0.41486, 39.43516]	-0.41486	39.43516
SARAQUSA_009W416N_R	['ara', 'eng']	سرقوسة	سرقوسة، سرقوسطة	Saraqusa, Saraqusta	Saraqūsaŧ	Saraqūsaŧ, Saraqūsṭaŧ	Andalus_RE	cornuData	regions	0	[-0.9292, 41.63368]	-0.9292	41.63368
NAHRABRUH_009W417N_W	['ara', 'eng']	نهر أبره	نهر أبره	Nahr Abruh	Nahr Abruh	Nahr Abruh	Andalus_RE	cornuData	waters	0	[-0.99933, 41.7827]	-0.99933	41.7827
TUDMIR_013W379N_R	['ara', 'eng']	تدمير	تدمير	Tudmir	Tudmīr	Tudmīr	Andalus_RE	cornuData	regions	0	[-1.34462, 37.95834]	-1.34462	37.95834
TUTILA_016W420N_R	['ara', 'eng']	تطيلة	تطيلة	Tutila	Tuṭīlaŧ	Tuṭīlaŧ	Andalus_RE	cornuData	regions	0	[-1.62697, 42.04634]	-1.62697	42.04634
BAJJANA_024W369N_R	['ara', 'eng']	بجانة	بجانة	Bajjana	Baǧǧānaŧ	Baǧǧānaŧ	Andalus_RE	cornuData	regions	0	[-2.41826, 36.95657]	-2.41826	36.95657
WADIHIJARA_031W406N_R	['ara', 'eng']	وادي الحجارة	وادي الحجارة	Wadi al-Hijara	Wādī al-Ḥijāraŧ	Wādī al-Ḥijāraŧ	Andalus_RE	cornuData	regions	0	[-3.15111, 40.6491]	-3.15111	40.6491
LIBIRA_036W372N_R	['ara', 'eng']	لبيرة	لبيرة، إلبيرة	Libira, Ilbira	Libīraŧ	Libīraŧ, Ilbīraŧ	Andalus_RE	cornuData	regions	0	[-3.66814, 37.22734]	-3.66814	37.22734
TULAYTILA_040W398N_R	['ara', 'eng']	طليطلة	طليطلة	Tulaytila	Ṭulayṭilaŧ	Ṭulayṭilaŧ	Andalus_RE	cornuData	regions	0	[-4.0521, 39.88926]	-4.0521	39.88926
RAYYA_044W369N_R	['ara', 'eng']	رية	رية، ريه	Rayya, Rayyuh	Rayyaŧ	Rayyaŧ, Rayyuh	Andalus_RE	cornuData	regions	0	[-4.40368, 36.98351]	-4.40368	36.98351
MALIQA_044W367N_R	['ara', 'eng']	مالقة	مالقة	Maliqa	Māliqaŧ	Māliqaŧ	Andalus_RE	cornuData	regions	0	[-4.43066, 36.74791]	-4.43066	36.74791
FAHSBALLUT_048W386N_R	['ara', 'eng']	فحص البلوط	فحص البلوط	Fahs al-Ballut	Faḥṣ al-Ballūṭ	Faḥṣ al-Ballūṭ	Andalus_RE	cornuData	regions	0	[-4.89554, 38.63018]	-4.89554	38.63018
NAHRQURTUBA_051W377N_W	['ara', 'eng']	نهر قرطوبة	نهر قرطوبة	Nahr Qurtuba	Nahr Qurṭūbaŧ	Nahr Qurṭūbaŧ	Andalus_RE	cornuData	waters	0	[-5.11225, 37.75423]	-5.11225	37.75423
JAZIRAKHADRA_054W361N_R	['ara', 'eng']	جزيرة الخضراء	جزيرة الخضراء	Jazira al-Khadra	Ǧazīraŧ al-Ḫaḍrāʾ	Ǧazīraŧ al-Ḫaḍrāʾ	Andalus_RE	cornuData	regions	0	[-5.43793, 36.16359]	-5.43793	36.16359
FIRRISH_055W379N_R	['ara', 'eng']	فريش	فريش، قرسيس	Firrish, Qarsis	Firrīš	Firrīš, Qarsīs	Andalus_RE	cornuData	regions	0	[-5.58702, 37.95728]	-5.58702	37.95728
SHADHUNA_059W364N_R	['ara', 'eng']	شذونة	شذونة، شدونة	Shadhuna, Shaduna	Šaḏūnaŧ	Šaḏūnaŧ, Šadūnaŧ	Andalus_RE	cornuData	regions	0	[-5.91433, 36.4664]	-5.91433	36.4664
ISHBILIYYA_059W374N_R	['ara', 'eng']	إشبيلية	إشبيلية	Ishbiliyya	Išbīliyyaŧ	Išbīliyyaŧ	Andalus_RE	cornuData	regions	0	[-5.96199, 37.4079]	-5.96199	37.4079
BATALYUS_069W388N_R	['ara', 'eng']	بطليوس	بطليوس، بطليوث	Batalyus, Batalyuth	Baṭalyūs	Baṭalyūs, Baṭalyūṯ	Andalus_RE	cornuData	regions	0	[-6.99606, 38.835]	-6.99606	38.835
BAJA_078W380N_R	['ara', 'eng']	باجة	باجة	Baja	Bāǧaŧ	Bāǧaŧ	Andalus_RE	cornuData	regions	0	[-7.80444, 38.00689]	-7.80444	38.00689
KHUSHUNUBA_079W370N_R	['ara', 'eng']	خشنبة	خشنبة، أخشنبة	Khushunuba, Ukhshunuba	Ḫušunubaŧ	Ḫušunubaŧ, Uḫšunubaŧ	Andalus_RE	cornuData	regions	0	[-7.90515, 37.06463]	-7.90515	37.06463
WADITAJU_080W395N_W	['ara', 'eng']	وادي تاجو	وادي تاجو	Wadi Taju	Wādī Tāǧū	Wādī Tāǧū	Andalus_RE	cornuData	waters	0	[-8.03553, 39.5299]	-8.03553	39.5299
YABISA_014E389N_R	['ara', 'eng']	يابسة	يابسة	Yabisa	Yābisaŧ	Yābisaŧ	Andalus_RE	cornuData	regions	0	[1.41141, 38.94978]	1.41141	38.94978
BAHRRUM_017E372N_W	['ara', 'eng']	بحر الروم	بحر الروم	Bahr al-Rum	Baḥr al-Rūm	Baḥr al-Rūm	Andalus_RE	cornuData	waters	0	[1.71713, 37.28888]	1.71713	37.28888
SIFFIN_384E358N_O	['ara', 'eng']	صفين	صفين	Siffin	Ṣiffīn	Ṣiffīn	Aqur_RE	cornuData	sites	0	[38.4104, 35.8566]	38.4104	35.8566
DIYARMUDAR_389E365N_R	['ara', 'eng']	ديار مضر	ديار مضر	Diyar Mudar	Diyār Muḍar	Diyār Muḍar	Aqur_RE	cornuData	regions	0	[38.98256, 36.56338]	38.98256	36.56338
RAFIQA_390E359N_S	['ara', 'eng']	الرافقة	الرافقة	al-Rafiqa	al-Rāfiqaŧ	al-Rāfiqaŧ	Aqur_RE	cornuData	quarters	0	[39.07703, 35.94235]	39.07703	35.94235
NAHRBALIKH_390E361N_W	['ara', 'eng']	نهر البليخ	نهر البليخ	Nahr al-Balikh	Nahr al-Balīḫ	Nahr al-Balīḫ	Aqur_RE	cornuData	waters	0	[39.09656, 36.11754]	39.09656	36.11754
NAHRDHIB_400E380N_W	['ara', 'eng']	نهر الذيب	نهر الذيب، نهر الكلاب	Nahr al-Dhib, Nahr al-Kilab	Nahr al-Ḏīb	Nahr al-Ḏīb, Nahr al-Kilāb	Aqur_RE	cornuData	waters	0	[40.08449, 38.07602]	40.08449	38.07602
NAHRARSANAS_402E387N_W	['ara', 'eng']	نهر أرسناس	نهر أرسناس	Nahr Arsanas	Nahr Arsanās	Nahr Arsanās	Aqur_RE	cornuData	waters	0	[40.22779, 38.77905]	40.22779	38.77905
WADIRAMS_404E381N_W	['ara', 'eng']	وادي الرمس	وادي الرمس، الرس، وادي صلب	Wadi al-Rams, al-Rass, Wadi Salb	Wādī al-Rams	Wādī al-Rams, al-Rass, Wādī Ṣalb	Aqur_RE	cornuData	waters	0	[40.42465, 38.18191]	40.42465	38.18191
DIYARBAKR_406E378N_R	['ara', 'eng']	ديار بكر	ديار بكر	Diyar Bakr	Diyār Bakr	Diyār Bakr	Aqur_RE	cornuData	regions	0	[40.67909, 37.84795]	40.67909	37.84795
NAHRKHABUR_407E355N_W	['ara', 'eng']	نهر الخابور	نهر الخابور	Nahr al-Khabur	Nahr al-Ḫābūr	Nahr al-Ḫābūr	Aqur_RE	cornuData	waters	0	[40.73502, 35.50335]	40.73502	35.50335
WADIMASULIYAT_411E379N_W	['ara', 'eng']	وادي مسوليات	وادي مسوليات، نهر ساتيدما، وادي ساتيدما	Wadi Masuliyat, Nahr Satidama, Wadi Satidama	Wādī Masūliyāt	Wādī Masūliyāt, Nahr Sātīdamā, Wādī Sātīdamā	Aqur_RE	cornuData	waters	0	[41.17006, 37.9833]	41.17006	37.9833
NAHRHIRMAS_412E371N_W	['ara', 'eng']	نهر الهرماس	نهر الهرماس	Nahr al-Hirmas	Nahr al-Hirmās	Nahr al-Hirmās	Aqur_RE	cornuData	waters	0	[41.24817, 37.1308]	41.24817	37.1308
BUHAYRAKHATUNIYYA_412E363N_W	['ara', 'eng']	بحيرة خاتونية	بحيرة خاتونية	Buhayra Khatuniyya	Buḥayraŧ Ḫātūniyyaŧ	Buḥayraŧ Ḫātūniyyaŧ	Aqur_RE	cornuData	waters	0	[41.25352, 36.38728]	41.25352	36.38728
WADISARBAT_414E380N_W	['ara', 'eng']	وادي صربط	وادي صربط، نهر صربط، صربط	Wadi Sarbat, Nahr Sarbat, Sarbat	Wādī Ṣarbaṭ	Wādī Ṣarbaṭ, Nahr Ṣarbaṭ, Ṣarbaṭ	Aqur_RE	cornuData	waters	0	[41.49366, 38.01078]	41.49366	38.01078
NAHRRAZB_419E378N_W	['ara', 'eng']	نهر الرزب	نهر الرزب، الرزم، الزرم	Nahr al-Razb, al-Razm, al-Zarm	Nahr al-Razb	Nahr al-Razb, al-Razm, al-Zarm	Aqur_RE	cornuData	waters	0	[41.97905, 37.88869]	41.97905	37.88869
DIYARRABIA_419E366N_R	['ara', 'eng']	ديار ربيعة	ديار ربيعة	Diyar Rabia	Diyār Rabīʿaŧ	Diyār Rabīʿaŧ	Aqur_RE	cornuData	regions	0	[41.99451, 36.65368]	41.99451	36.65368
JABALJUDI_425E373N_O	['ara', 'eng']	جبل الجودي	جبل الجودي	Jabal al-Judi	Ǧabal al-Ǧūdī	Ǧabal al-Ǧūdī	Aqur_RE	cornuData	sites	0	[42.51884, 37.36064]	42.51884	37.36064
KHABURHASANIYYA_428E370N_W	['ara', 'eng']	خابور الحسنية	خابور الحسنية	Khabur al-Hasaniyya	Ḫābūr al-Ḥasaniyyaŧ	Ḫābūr al-Ḥasaniyyaŧ	Aqur_RE	cornuData	waters	0	[42.80477, 37.06628]	42.80477	37.06628
NAHRTHARTHAR_430E350N_W	['ara', 'eng']	نهر ثرثار	نهر ثرثار	Nahr Tharthar	Nahr Ṯarṯār	Nahr Ṯarṯār	Aqur_RE	cornuData	waters	0	[43.04545, 35.00028]	43.04545	35.00028
NAHRDIJLA_436E346N_W	['ara', 'eng']	نهر دجلة	نهر دجلة	Nahr Dijla	Nahr Diǧlaŧ	Nahr Diǧlaŧ	Aqur_RE	cornuData	waters	0	[43.60422, 34.69499]	43.60422	34.69499
ZABKABIR_438E363N_W	['ara', 'eng']	زاب الكبير	زاب الكبير، زاب الأعلى	Zab al-Kabir, Zab al-Ala	Zāb al-Kabīr	Zāb al-Kabīr, Zāb al-Aʿlá	Aqur_RE	cornuData	waters	0	[43.87398, 36.3752]	43.87398	36.3752
ZABSAGHIR_441E356N_W	['ara', 'eng']	زاب الصغير	زاب الصغير، زاب الأسفل	Zab al-Saghir, Zab al-Asfal	Zāb al-Ṣaġīr	Zāb al-Ṣaġīr, Zāb al-Asfal	Aqur_RE	cornuData	waters	0	[44.10965, 35.64182]	44.10965	35.64182
NAHRFURAT_412E344N_W	['ara', 'eng']	نهر الفرات	نهر الفرات	Nahr al-Furat	Nahr al-Furāt	Nahr al-Furāt	Aqur_RE	cornuData	waters	0	[41.21428, 34.45727]	41.21428	34.45727
BATNSIRR_379E308N_R	['ara', 'eng']	بطن السر	بطن السر	Batn al-Sirr	Baṭn al-Sirr	Baṭn al-Sirr	BadiyatArab_RE	cornuData	regions	0	[37.965, 30.86285]	37.965	30.86285
WADITAYY_419E270N_R	['ara', 'eng']	وادي طي	وادي طي	Wadi Tayy	Wādī Ṭayy	Wādī Ṭayy	BadiyatArab_RE	cornuData	sites	0	[41.94575, 27.05571]	41.94575	27.05571
MANHAB_422E272N_R	['ara', 'eng']	المنهب	المنهب	al-Manhab	al-Manhab	al-Manhab	BadiyatArab_RE	cornuData	sites	0	[42.21215, 27.2743]	42.21215	27.2743
SALMA_423E272N_R	['ara', 'eng']	سلما	سلما	Salma	Salmā	Salmā	BadiyatArab_RE	cornuData	regions	0	[42.35028, 27.2436]	42.35028	27.2436
HABIR_439E284N_R	['ara', 'eng']	الهبير	الهبير	al-Habir	al-Habīr	al-Habīr	BadiyatArab_RE	cornuData	regions	0	[43.99014, 28.46139]	43.99014	28.46139
QARYATAYN_164E311N_O	['ara', 'eng']	القريتين	القريتين	al-Qaryatayn	al-Qaryatayn	al-Qaryatayn	Barqa_RE	cornuData	sites	0	[16.44486, 31.18315]	16.44486	31.18315
SABKHAMANHUSHA_186E297N_R	['ara', 'eng']	سبخة منهوشا	سبخة منهوشا	Sabkha Manhusha	Sabḫaŧ Manhūšā	Sabḫaŧ Manhūšā	Barqa_RE	cornuData	regions	0	[18.63423, 29.78891]	18.63423	29.78891
BARQA_208E323N_R	['ara', 'eng']	برقة	برقة	Barqa	Barqaŧ	Barqaŧ	Barqa_RE	cornuData	regions	0	[20.84475, 32.37576]	20.84475	32.37576
WADIMAKHIL_226E322N_W	['ara', 'eng']	وادي مخيل	وادي مخيل	Wadi Makhil	Wādī Maḫīl	Wādī Maḫīl	Barqa_RE	cornuData	waters	0	[22.62048, 32.2648]	22.62048	32.2648
NAHRISBIDHRUDH_488E369N_W	['ara', 'eng']	نهر إسبيذروذ	نهر إسبيذروذ، نهر سبيذروذ	Nahr Isbidhrudh, Nahr Sabidhrudh	Nahr Isbīḏrūḏ	Nahr Isbīḏrūḏ, Nahr Sabīḏrūḏ	Daylam_RE	cornuData	waters	0	[48.8394, 36.97532]	48.8394	36.97532
JIL_496E371N_R	['ara', 'eng']	جيل	جيل، جيلان	Jil, Jilan	Ǧīl	Ǧīl, Ǧīlān	Daylam_RE	cornuData	regions	0	[49.65635, 37.13924]	49.65635	37.13924
NAHRISBIDHRUDH_496E369N_W	['ara', 'eng']	نهر إسبيذروذ	نهر إسبيذروذ، نهر سبيذروذ	Nahr Isbidhrudh, Nahr Sabidhrudh	Nahr Isbīḏrūḏ	Nahr Isbīḏrūḏ, Nahr Sabīḏrūḏ	Daylam_RE	cornuData	waters	0	[49.67893, 36.93549]	49.67893	36.93549
NAHRTALAQANRUDH_501E365N_W	['ara', 'eng']	نهر طالقانروذ	نهر طالقانروذ	Nahr Talaqanrudh	Nahr Ṭālaqānrūḏ	Nahr Ṭālaqānrūḏ	Daylam_RE	cornuData	waters	0	[50.19216, 36.52902]	50.19216	36.52902
DAYLAMAN_505E366N_R	['ara', 'eng']	ديلمان	ديلمان، الديلم	Daylaman, al-Daylam	Daylamān	Daylamān, al-Daylam	Daylam_RE	cornuData	regions	0	[50.52548, 36.69592]	50.52548	36.69592
TALAQAN_508E361N_R	['ara', 'eng']	طلقان	طلقان	Talaqan	Ṭalaqān	Ṭalaqān	Daylam_RE	cornuData	regions	0	[50.84322, 36.18658]	50.84322	36.18658
JABALRUBANJ_516E360N_O	['ara', 'eng']	جبل روبنج	جبل روبنج، رينج	Jabal Rubanj, Ruyanj	Ǧabal Rūbanǧ	Ǧabal Rūbanǧ, Ruyanǧ	Daylam_RE	cornuData	sites	0	[51.63759, 36.0318]	51.63759	36.0318
RUYAN_517E363N_R	['ara', 'eng']	الرويان	الرويان	al-Ruyan	al-Rūyān	al-Rūyān	Daylam_RE	cornuData	regions	0	[51.7108, 36.36237]	51.7108	36.36237
JABALQARIN_525E360N_O	['ara', 'eng']	جبل قارين	جبل قارين	Jabal Qarin	Ǧabal Qārīn	Ǧabal Qārīn	Daylam_RE	cornuData	sites	0	[52.55968, 36.01794]	52.55968	36.01794
TABARISTAN_526E363N_R	['ara', 'eng']	طبرستان	طبرستان	Tabaristan	Ṭabaristān	Ṭabaristān	Daylam_RE	cornuData	regions	0	[52.60329, 36.34732]	52.60329	36.34732
FADUSBAN_529E356N_R	['ara', 'eng']	فادوسبان	فادوسبان، قادوستان، قادوسيان	Fadusban, Qadustan, Qadusiyan	Fādūsbān	Fādūsbān, Qādūstān, Qādūsiyān	Daylam_RE	cornuData	regions	0	[52.96387, 35.61266]	52.96387	35.61266
QUMIS_541E361N_R	['ara', 'eng']	قومس	قومس	Qumis	Qūmis	Qūmis	Daylam_RE	cornuData	regions	0	[54.13205, 36.11206]	54.13205	36.11206
JURJAN_549E373N_R	['ara', 'eng']	جرجان	جرجان	Jurjan	Ǧurǧān	Ǧurǧān	Daylam_RE	cornuData	regions	0	[54.99028, 37.33269]	54.99028	37.33269
NAHRKHURMARUDH_553E370N_W	['ara', 'eng']	نهر خرماروذ	نهر خرماروذ	Nahr Khurmarudh	Nahr Ḫurmārūḏ	Nahr Ḫurmārūḏ	Daylam_RE	cornuData	waters	0	[55.38357, 37.06455]	55.38357	37.06455
DIHISTAN_556E390N_R	['ara', 'eng']	دهستان	دهستان	Dihistan	Dihistān	Dihistān	Daylam_RE	cornuData	regions	0	[55.63466, 39.09457]	55.63466	39.09457
FARFARUN_282E269N_R	['ara', 'eng']	فرفارون	فرفارون	Farfarun	Farfārūn	Farfārūn	Misr_RE	cornuData	regions	0	[28.20107, 26.96368]	28.20107	26.96368
DAKHILA_287E255N_R	['ara', 'eng']	الداخلة	الداخلة	al-Dakhila	al-Dāḫilaŧ	al-Dāḫilaŧ	Misr_RE	cornuData	regions	0	[28.73902, 25.54178]	28.73902	25.54178
WAHAT_294E265N_R	['ara', 'eng']	الواحات	الواحات	al-Wahat	al-Wāḥāt	al-Wāḥāt	Misr_RE	cornuData	regions	0	[29.46855, 26.524]	29.46855	26.524
BUHAYRAMARYUT_299E311N_W	['ara', 'eng']	بحيرة مريوط	بحيرة مريوط	Buhayra Maryut	Buḥayraŧ Maryūṭ	Buḥayraŧ Maryūṭ	Misr_RE	cornuData	waters	0	[29.91455, 31.12142]	29.91455	31.12142
KHALIJISKANDARIYYA_301E311N_W	['ara', 'eng']	خليج الإسكندرية	خليج الإسكندرية	Khalij al-Iskandariyya	Ḫalīǧ al-Iskandariyyaŧ	Ḫalīǧ al-Iskandariyyaŧ	Misr_RE	cornuData	waters	0	[30.15818, 31.10144]	30.15818	31.10144
JANADIL_302E196N_O	['ara', 'eng']	الجنادل	الجنادل	al-Janadil	al-Ǧanādil	al-Ǧanādil	Misr_RE	cornuData	sites	0	[30.25325, 19.63029]	30.25325	19.63029
BAHRRUM_302E322N_W	['ara', 'eng']	بحر الروم	بحر الروم	Bahr al-Rum	Baḥr al-Rūm	Baḥr al-Rūm	Misr_RE	cornuData	waters	0	[30.28697, 32.20303]	30.28697	32.20303
MALIDAS_303E312N_R	['ara', 'eng']	المليداس	المليداس، المليدس	al-Malidas, al-Malaydis	al-Malīdās	al-Malīdās, al-Malaydis	Misr_RE	cornuData	regions	0	[30.37989, 31.24231]	30.37989	31.24231
HAWFGHARBI_304E307N_R	['ara', 'eng']	الحوف الغربي	الحوف الغربي	al-Hawf al-Gharbi	al-Ḥawf al-Ġarbī	al-Ḥawf al-Ġarbī	Misr_RE	cornuData	regions	0	[30.43738, 30.75268]	30.43738	30.75268
MASIL_304E311N_R	['ara', 'eng']	مصيل	مصيل	Masil	Maṣīl	Maṣīl	Misr_RE	cornuData	regions	0	[30.47836, 31.11959]	30.47836	31.11959
KHARIJA_305E249N_R	['ara', 'eng']	الخارجة	الخارجة	al-Kharija	al-Ḫāriǧaŧ	al-Ḫāriǧaŧ	Misr_RE	cornuData	regions	0	[30.51687, 24.98738]	30.51687	24.98738
BADAQUN_305E308N_R	['ara', 'eng']	البدقون	البدقون	al-Badaqun	al-Badaqūn	al-Badaqūn	Misr_RE	cornuData	regions	0	[30.52845, 30.89835]	30.52845	30.89835
SHIRAK_305E309N_R	['ara', 'eng']	الشراك	الشراك	al-Shirak	al-Širāk	al-Širāk	Misr_RE	cornuData	regions	0	[30.57342, 30.99062]	30.57342	30.99062
IKHNA_306E314N_R	['ara', 'eng']	إخنا	إخنا	Ikhna	Iḫnā	Iḫnā	Misr_RE	cornuData	regions	0	[30.65681, 31.46786]	30.65681	31.46786
BAHNASA_306E286N_R	['ara', 'eng']	بهنسى	بهنسى	Bahnasa	Bahnasá	Bahnasá	Misr_RE	cornuData	regions	0	[30.66449, 28.60073]	30.66449	28.60073
KHARIBTA_306E307N_R	['ara', 'eng']	خربتا	خربتا	Kharibta	Ḫaribtā	Ḫaribtā	Misr_RE	cornuData	regions	0	[30.66535, 30.75281]	30.66535	30.75281
SHABAS_307E310N_R	['ara', 'eng']	شباس	شباس	Shabas	Šabās	Šabās	Misr_RE	cornuData	regions	0	[30.72312, 31.08986]	30.72312	31.08986
BUHAYRABURULLUS_308E314N_W	['ara', 'eng']	بحيرة البرلس	بحيرة البرلس	Buhayra al-Burullus	Buḥayraŧ al-Burullus	Buḥayraŧ al-Burullus	Misr_RE	cornuData	waters	0	[30.80708, 31.4596]	30.80708	31.4596
TIDA_308E312N_R	['ara', 'eng']	تيدة	تيدة	Tida	Tīdaŧ	Tīdaŧ	Misr_RE	cornuData	regions	0	[30.827, 31.23866]	30.827	31.23866
FAYYUM_308E293N_R	['ara', 'eng']	الفيوم	الفيوم	al-Fayyum	al-Fayyūm	al-Fayyūm	Misr_RE	cornuData	regions	0	[30.84266, 29.35921]	30.84266	29.35921
AFRAHUN_309E311N_R	['ara', 'eng']	الأفراحون	الأفراحون	al-Afrahun	al-Afrāḥūn	al-Afrāḥūn	Misr_RE	cornuData	regions	0	[30.91239, 31.19144]	30.91239	31.19144
MARIS_309E203N_R	['ara', 'eng']	مريس	مريس	Maris	Marīs	Marīs	Misr_RE	cornuData	regions	0	[30.93987, 20.35618]	30.93987	20.35618
NAHRNIL_309E217N_W	['ara', 'eng']	نهر النيل	نهر النيل	Nahr al-Nil	Nahr al-Nīl	Nahr al-Nīl	Misr_RE	cornuData	waters	0	[30.94294, 21.75496]	30.94294	21.75496
MANUFULIYA_309E308N_R	['ara', 'eng']	منوف العليا	منوف العليا	Manuf al-Uliya	Manūf al-ʿUliyā	Manūf al-ʿUliyā	Misr_RE	cornuData	regions	0	[30.95223, 30.8705]	30.95223	30.8705
NAHRNIL_310E288N_W	['ara', 'eng']	نهر النيل	نهر النيل	Nahr al-Nil	Nahr al-Nīl	Nahr al-Nīl	Misr_RE	cornuData	waters	0	[31.00602, 28.89131]	31.00602	28.89131
BATNRIF_310E308N_R	['ara', 'eng']	بطن الريف	بطن الريف	Batn al-Rif	Baṭn al-Rīf	Baṭn al-Rīf	Misr_RE	cornuData	regions	0	[31.02025, 30.85291]	31.02025	30.85291
ATRIB_311E304N_R	['ara', 'eng']	أتريب	أتريب	Atrib	Atrīb	Atrīb	Misr_RE	cornuData	regions	0	[31.17223, 30.45947]	31.17223	30.45947
JAZIRA_312E300N_S	['ara', 'eng']	الجزيرة	الجزيرة	al-Jazira	al-Ǧazīraŧ	al-Ǧazīraŧ	Misr_RE	cornuData	quarters	0	[31.21122, 30.04436]	31.21122	30.04436
DAMSIS_312E308N_R	['ara', 'eng']	دمسيس	دمسيس	Damsis	Damsīs	Damsīs	Misr_RE	cornuData	regions	0	[31.22403, 30.82041]	31.22403	30.82041
BASHARUD_312E312N_R	['ara', 'eng']	البشرود	البشرود	al-Basharud	al-Bašarūd	al-Bašarūd	Misr_RE	cornuData	regions	0	[31.23342, 31.28817]	31.23342	31.28817
SAMANNUD_312E309N_R	['ara', 'eng']	سمنود	سمنود	Samannud	Samannūd	Samannūd	Misr_RE	cornuData	regions	0	[31.24509, 30.94986]	31.24509	30.94986
AWSIYA_312E311N_R	['ara', 'eng']	الأوسية	الأوسية	al-Awsiya	al-Awsiyaŧ	al-Awsiyaŧ	Misr_RE	cornuData	regions	0	[31.25278, 31.19181]	31.25278	31.19181
NAWASA_312E309N_R	['ara', 'eng']	نوسا	نوسا	Nawasa	Nawasā	Nawasā	Misr_RE	cornuData	regions	0	[31.28494, 30.97866]	31.28494	30.97866
JABALMUQATTAM_313E300N_O	['ara', 'eng']	جبل مقطم	جبل مقطم	Jabal Muqattam	Ǧabal Muqaṭṭam	Ǧabal Muqaṭṭam	Misr_RE	cornuData	sites	0	[31.31852, 30.01368]	31.31852	30.01368
NATWAYA_313E306N_R	['ara', 'eng']	نطوية	نطوية، نطو الرمان	Natwaya, Natw al-Rumman	Naṭwayaŧ	Naṭwayaŧ, Naṭw al-Rummān	Misr_RE	cornuData	regions	0	[31.37316, 30.69837]	31.37316	30.69837
JUBBAMIRA_313E301N_O	['ara', 'eng']	جب عميرة	جب عميرة	Jubb Amira	Ǧubb ʿAmīraŧ	Ǧubb ʿAmīraŧ	Misr_RE	cornuData	sites	0	[31.38569, 30.1607]	31.38569	30.1607
BASTA_314E305N_R	['ara', 'eng']	بسطة	بسطة	Basta	Basṭaŧ	Basṭaŧ	Misr_RE	cornuData	regions	0	[31.49925, 30.56736]	31.49925	30.56736
TUMAYY_315E309N_R	['ara', 'eng']	طمي	طمي	Tumayy	Ṭumayy	Ṭumayy	Misr_RE	cornuData	regions	0	[31.51063, 30.94376]	31.51063	30.94376
KHALIJSARDUS_315E311N_W	['ara', 'eng']	خليج سردوس	خليج سردوس	Khalij Sardus	Ḫalīǧ Sardūs	Ḫalīǧ Sardūs	Misr_RE	cornuData	waters	0	[31.55816, 31.11972]	31.55816	31.11972
HAWFSHARQI_315E305N_R	['ara', 'eng']	الحوف الشرقي	الحوف الشرقي	al-Hawf al-Sharqi	al-Ḥawf al-Šarqī	al-Ḥawf al-Šarqī	Misr_RE	cornuData	regions	0	[31.57495, 30.59137]	31.57495	30.59137
BALADNUBA_316E197N_R	['ara', 'eng']	بلد النوبة	بلد النوبة	Balad al-Nuba	Balad al-Nūbaŧ	Balad al-Nūbaŧ	Misr_RE	cornuData	regions	0	[31.60503, 19.72554]	31.60503	19.72554
DAYR_316E265N_R	['ara', 'eng']	الدير	الدير، دير بو شنودة	al-Dayr, Dayr Bu Shanuda	al-Dayr	al-Dayr, Dayr Bū Šanūdaŧ	Misr_RE	cornuData	regions	0	[31.60625, 26.5449]	31.60625	26.5449
QURBAYT_316E307N_R	['ara', 'eng']	قربيت	قربيت	Qurbayt	Qurbayt	Qurbayt	Misr_RE	cornuData	regions	0	[31.62447, 30.73556]	31.62447	30.73556
KHALIJDAQADUS_316E309N_W	['ara', 'eng']	خليج دقادوس	خليج دقادوس	Khalij Daqadus	Ḫalīǧ Daqādūs	Ḫalīǧ Daqādūs	Misr_RE	cornuData	waters	0	[31.65521, 30.93839]	31.65521	30.93839
ATRABIYYA_317E307N_R	['ara', 'eng']	أطربية	أطربية	Atrabiyya	Aṭrabiyyaŧ	Aṭrabiyyaŧ	Misr_RE	cornuData	regions	0	[31.74628, 30.70963]	31.74628	30.70963
KHALIJAMIRMUMININ_317E305N_W	['ara', 'eng']	خليج أمير المؤمنين	خليج أمير المؤمنين	Khalij Amir al-Muminin	Ḫalīǧ Amīr al-Muʾminīn	Ḫalīǧ Amīr al-Muʾminīn	Misr_RE	cornuData	waters	0	[31.79922, 30.57863]	31.79922	30.57863
IBLIL_318E310N_R	['ara', 'eng']	إبليل	إبليل	Iblil	Iblīl	Iblīl	Misr_RE	cornuData	regions	0	[31.8311, 31.0155]	31.8311	31.0155
SAN_318E309N_R	['ara', 'eng']	صان	صان	San	Ṣān	Ṣān	Misr_RE	cornuData	regions	0	[31.87265, 30.9789]	31.87265	30.9789
BUHAYRATINNIS_319E312N_W	['ara', 'eng']	بحيرة تنيس	بحيرة تنيس	Buhayra Tinnis	Buḥayraŧ Tinnīs	Buḥayraŧ Tinnīs	Misr_RE	cornuData	waters	0	[31.99133, 31.25935]	31.99133	31.25935
